Date Shared,Platform,Creator / Channel,URL / Media,Title / Headline,Description / Summary,Category,Tags,AI Tools Mentioned,Followers / Subscribers,Language,Notes
2025-10-10,YouTube,,https://youtube.com/shorts/OipEZNJ7aQg?si=uXm9mA9kEw8O-LE1,Oipeznj7aqg,,Other,"youtube, youtube.com, yt:OipEZNJ7aQg",,Unknown,EN,
2025-10-10,Website,,https://share.google/tPh5wzfUY2vdsq8eq,Tph5wzfuy2vdsq8eq,,Other,"share.google, website",,Unknown,EN,
2025-10-10,TikTok,,https://www.tiktok.com/t/ZP8AUTGQs/,Zp8autgqs,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-10,TikTok,,https://www.tiktok.com/t/ZP8AyJq1K/,Zp8ayjq1k,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-10,TikTok,,https://www.tiktok.com/t/ZP8AUGXqy/,Zp8augxqy,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-10,Website,,https://github.com/features/spark,Spark,,Other,"github.com, website",,Unknown,EN,
2025-10-10,YouTube,,https://youtube.com/shorts/EOS7BzqHmw0?si=Vs25U8h1e2MF9tLo,Eos7bzqhmw0,,Other,"youtube, youtube.com, yt:EOS7BzqHmw0",,Unknown,EN,
2025-10-10,YouTube,,https://youtube.com/shorts/ahSh8yJ_IPY?si=y0iW5YjZShYeyEYw,Ahsh8yj Ipy,,Other,"youtube, youtube.com, yt:ahSh8yJ_IPY",,Unknown,EN,
2025-10-10,TikTok,,https://www.tiktok.com/t/ZP8AUGKwX/,Zp8augkwx,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-10,YouTube,,https://youtu.be/PhiPASFYBmk?si=dZ3yxpjZm1MGaPxM,Phipasfybmk,,Other,"youtu.be, youtube, yt:PhiPASFYBmk",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASLokf/,Zp8aslokf,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,Instagram,,https://www.instagram.com/p/DPWe35igMic/?igsh=d3QzaHAycHRmaTEx,Dpwe35igmic,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASLJYE/,Zp8asljye,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASLNxq/,Zp8aslnxq,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASB2Fo/,Zp8asb2fo,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AS6Rnm/,Zp8as6rnm,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASdeFp/,Zp8asdefp,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASDC4M/,Zp8asdc4m,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AAvj5p/,Zp8aavj5p,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AAofSD/,Zp8aaofsd,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASdUKY/,Zp8asduky,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ADeqWu/,Zp8adeqwu,,AI Creative / How-To,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ADeLaQ/,Zp8adelaq,,AI Creative / How-To,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AD2W2J/,Zp8ad2w2j,,AI Creative / How-To,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AA3RFF/,Zp8aa3rff,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8AD8ymK/,Zp8ad8ymk,,AI Creative / How-To,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASFU8C/,Zp8asfu8c,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-09,TikTok,,https://www.tiktok.com/t/ZP8ASYqgS/,Zp8asyqgs,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-08,YouTube,,https://youtube.com/shorts/g7Lmlk2ZjXI?si=1QU8-V5O0j3D0agc,G7lmlk2zjxi,,Other,"youtube, youtube.com, yt:g7Lmlk2ZjXI",,Unknown,EN,
2025-10-08,YouTube,,https://youtube.com/shorts/H3s4ljyEozQ?si=ScROSOUPL48l9jxo,H3s4ljyeozq,,Other,"youtube, youtube.com, yt:H3s4ljyEozQ",,Unknown,EN,
2025-10-08,YouTube,,https://youtube.com/shorts/jc917Ir7tZs?si=MLOd9W0WYgcvFhUM,Jc917ir7tzs,,Other,"youtube, youtube.com, yt:jc917Ir7tZs",,Unknown,EN,
2025-10-08,YouTube,,https://youtube.com/shorts/9tSDn5j3G6c?si=kYOgwC4D4cN2_YZR,9tsdn5j3g6c,,Other,"youtube, youtube.com, yt:9tSDn5j3G6c",,Unknown,EN,
2025-10-08,YouTube,,https://youtube.com/shorts/IIXe6VYaETI?si=cswTxhP1rrydlwHl,Iixe6vyaeti,,Other,"youtube, youtube.com, yt:IIXe6VYaETI",,Unknown,EN,
2025-10-08,TikTok,,https://www.tiktok.com/t/ZP8AB8WQJ/,Zp8ab8wqj,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-07,YouTube,,https://youtu.be/01q_4MynXpA?si=RnhMcwUVH-nNE02H,01q 4mynxpa,,Other,"youtu.be, youtube, yt:01q_4MynXpA",,Unknown,EN,
2025-10-07,Website,,https://www.khanacademy.org/,www.khanacademy.org,,AI Creative / How-To,"website, www.khanacademy.org",,Unknown,EN,
2025-10-07,News,,https://www.protothema.gr/stories/article/1706835/ta-44-epaggelmata-pou-kinduneuoun-perissotero-apo-tin-tehniti-noimosuni-sumfona-me-tin-openai/APP/,App,,AI News & Updates,"news, openai, www.protothema.gr",,Unknown,EN,
2025-10-06,Website,,https://graphicsolutionbd.com/services/,Services,,Other,"graphicsolutionbd.com, website",,Unknown,EN,
2025-10-06,TikTok,,https://www.tiktok.com/t/ZP8AM8NAo/,Zp8am8nao,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-06,Instagram,,https://www.instagram.com/reel/DPV6rKkjGCx/?igsh=MzMxcmxuNmgxbWNo,Dpv6rkkjgcx,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-06,Instagram,,https://www.instagram.com/reel/DObCiVKExIV/?igsh=MWpsc2duM3B0dzVzMQ==,Dobcivkexiv,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-06,Instagram,,https://www.instagram.com/reel/DPWKSF8jNXf/?igsh=MXVvd3dhd3l5b3ptdA==,Dpwksf8jnxf,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-06,Instagram,,https://www.instagram.com/reel/DPLhnBGAG8j/?igsh=MTRkaThkeDJzZzQ1bA==,Dplhnbgag8j,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-06,Website,,https://zamurovic.com/,zamurovic.com,,Other,"website, zamurovic.com",,Unknown,EN,
2025-10-06,YouTube,,https://youtu.be/Vy4pVvgJxIE?si=2oeevuiBp9CynC-w,Vy4pvvgjxie,,Other,"youtu.be, youtube, yt:Vy4pVvgJxIE",,Unknown,EN,
2025-10-06,Website,,https://www.warp.dev/download,Download,,AI Creative / How-To,"website, www.warp.dev",,Unknown,EN,
2025-10-06,TikTok,,https://www.tiktok.com/t/ZP8A6ENra/,Zp8a6enra,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-06,TikTok,,https://www.tiktok.com/t/ZP8AMNSUx/,Zp8amnsux,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-06,TikTok,,https://www.tiktok.com/t/ZP8AM2TNS/,Zp8am2tns,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-06,Instagram,,https://www.instagram.com/reel/DPWTM2TjX9S/?igsh=dG56a3NpMmsxbXFx,Dpwtm2tjx9s,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/aS07urR_MmY?si=YVX3Evg9Dyc-oFtq,As07urr Mmy,,Other,"youtube, youtube.com, yt:aS07urR_MmY",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/GZxjs8FD3Ck?si=ptS9hjYCGNj-yw3y,Gzxjs8fd3ck,,Other,"youtube, youtube.com, yt:GZxjs8FD3Ck",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/GFdtClLSnT0?si=ZuUzqxhlXPZpJfqx,Gfdtcllsnt0,,Other,"youtube, youtube.com, yt:GFdtClLSnT0",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/8TQaJDCw-dE?si=OhB5C6u83ZypdPl6,8tqajdcw De,,Other,"youtube, youtube.com, yt:8TQaJDCw-dE",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/TGRHzke8MuI?si=uTFinInB_i9Hg5wr,Tgrhzke8mui,,Other,"youtube, youtube.com, yt:TGRHzke8MuI",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/8Wi625lbyU4?si=Yb5Fgl4Ylf16cigr,8wi625lbyu4,,Other,"youtube, youtube.com, yt:8Wi625lbyU4",,Unknown,EN,
2025-10-05,Website,,http://amazon.com/yms,Yms,,Other,"amazon.com, website",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/odPQbMHoP0o?si=_Ccoei0dddN7uPUT,Odpqbmhop0o,,Other,"youtube, youtube.com, yt:odPQbMHoP0o",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/GxQ7pqG84us?si=wLhDs0Y-nmJLzwJt,Gxq7pqg84us,,Other,"youtube, youtube.com, yt:GxQ7pqG84us",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/XfHHeuqUzWQ?si=OL7LlLc0x1sxqZ1n,Xfhheuquzwq,,Other,"youtube, youtube.com, yt:XfHHeuqUzWQ",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/lP7jj4CRISo?si=DhPvgHFucTlpBokA,Lp7jj4criso,,Other,"youtube, youtube.com, yt:lP7jj4CRISo",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/4shKz-CsqDw?si=nHjbDrKW9mFFs1Lm,4shkz Csqdw,,Other,"youtube, youtube.com, yt:4shKz-CsqDw",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/Nhmr1L8fRkM?si=9tNbov7pdntBiFcj,Nhmr1l8frkm,,Other,"youtube, youtube.com, yt:Nhmr1L8fRkM",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/BdgkzWCJoUs?si=6jMO9ZZ9PZQe-iSy,Bdgkzwcjous,,Other,"youtube, youtube.com, yt:BdgkzWCJoUs",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/l17gUBRCtqk?si=l6KgsUoqLE9NRVo2,L17gubrctqk,,Other,"youtube, youtube.com, yt:l17gUBRCtqk",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/QiIJldd0gdk?si=EiGx864Kcr7bt8xN,Qiijldd0gdk,,Other,"youtube, youtube.com, yt:QiIJldd0gdk",,Unknown,EN,
2025-10-05,YouTube,,https://youtu.be/iLCDSY2XX7E?si=aP04vMrx0dSKw_VP,Ilcdsy2xx7e,,Other,"youtu.be, youtube, yt:iLCDSY2XX7E",,Unknown,EN,
2025-10-05,YouTube,,https://youtu.be/PDMxbbejgcA?si=qDmcLQ1JJPtl06oN,Pdmxbbejgca,,Other,"youtu.be, youtube, yt:PDMxbbejgcA",,Unknown,EN,
2025-10-05,YouTube,,https://youtu.be/Tw18-4U7mts?si=pMCP1yuM_kXhHDo9,Tw18 4u7mts,,Other,"youtu.be, youtube, yt:Tw18-4U7mts",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/XZEb2cT7oOo?si=eruAVZF6uxcPCETL,Xzeb2ct7ooo,,Other,"youtube, youtube.com, yt:XZEb2cT7oOo",,Unknown,EN,
2025-10-05,YouTube,,https://youtube.com/shorts/pn7MkFoXJl4?si=_DkZJbYm0GBwH6Pa,Pn7mkfoxjl4,,Other,"youtube, youtube.com, yt:pn7MkFoXJl4",,Unknown,EN,
2025-10-04,YouTube,,https://youtube.com/shorts/TNEPI9wzV5c?si=4d6fZUU8s5OwmFIN,Tnepi9wzv5c,,Other,"youtube, youtube.com, yt:TNEPI9wzV5c",,Unknown,EN,
2025-10-04,Website,,https://www.freepik.com/,www.freepik.com,,Other,"website, www.freepik.com",,Unknown,EN,
2025-10-04,YouTube,,https://youtube.com/shorts/LrEQW-_BwGA?si=1E_0myFcyeWzJsYR,Lreqw Bwga,,Other,"youtube, youtube.com, yt:LrEQW-_BwGA",,Unknown,EN,
2025-10-04,TikTok,,https://www.tiktok.com/t/ZP8AFgJpa/,Zp8afgjpa,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-10-04,YouTube,,https://youtube.com/shorts/cj1-4ndxeFA?si=NpnRSsKxF5XsNHGW,Cj1 4ndxefa,,Other,"youtube, youtube.com, yt:cj1-4ndxeFA",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/afbZOtWyrVI?si=FE6leJO23kINW5Wf,Afbzotwyrvi,,Other,"youtube, youtube.com, yt:afbZOtWyrVI",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/MsKjjHEpXeI?si=20asP1ARXN8vNWTB,Mskjjhepxei,,Other,"youtube, youtube.com, yt:MsKjjHEpXeI",,Unknown,EN,
2025-10-03,Instagram,,https://www.instagram.com/reel/DPRrPheCCFw/?igsh=MW12cW9oMHE3eHplbA==,Dprrpheccfw,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-03,Website,,https://www.codecademy.com/,www.codecademy.com,,AI Creative / How-To,"website, www.codecademy.com",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/7T0hZtBjBvw?si=u4zFQQgrijOvX_3F,7t0hztbjbvw,,Other,"youtube, youtube.com, yt:7T0hZtBjBvw",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/GnIqqJaMiCo?si=Oco0HTo1Qx-2sURh,Gniqqjamico,,Other,"youtube, youtube.com, yt:GnIqqJaMiCo",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/CSM83XvxCoY?si=4cN6T5nrF72t7LVY,Csm83xvxcoy,,Other,"youtube, youtube.com, yt:CSM83XvxCoY",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/I3K1q48DGDE?si=z6kTTyVmc4ANcOWO,I3k1q48dgde,,Other,"youtube, youtube.com, yt:I3K1q48DGDE",,Unknown,EN,
2025-10-03,YouTube,,https://youtu.be/1MF8AMQAoc4?si=YOWApeXfASZ8nrbY,1mf8amqaoc4,,Other,"youtu.be, youtube, yt:1MF8AMQAoc4",,Unknown,EN,
2025-10-03,WhatsApp Media,,,Media (not included in export),,Other,"whatsapp, media",,Unknown,EN,Media omitted in WhatsApp export
2025-10-03,Website,,https://subdued-phosphorus-8a3.notion.site/How-to-replace-clothing-27d04d72bef18016a1b0e0cbfd50ec0e,How To Replace Clothing 27d04d72bef18016a1b0e0cbfd50ec0e,,Other,"subdued-phosphorus-8a3.notion.site, website",,Unknown,EN,
2025-10-03,YouTube,,https://youtube.com/shorts/kKm_0eLmbzQ?si=BzUN0Ry5CaCokCkY,Kkm 0elmbzq,,Other,"youtube, youtube.com, yt:kKm_0eLmbzQ",,Unknown,EN,
2025-10-03,YouTube,,https://youtu.be/L09kacrneOc?si=ko4DSP2O8wZHFvFa,L09kacrneoc,,Other,"youtu.be, youtube, yt:L09kacrneOc",,Unknown,EN,
2025-10-02,Website,,https://opal.withgoogle.com/landing/,Landing,,Other,"opal.withgoogle.com, website",,Unknown,EN,
2025-10-01,Instagram,,https://www.instagram.com/reel/DOimZLLiG4R/?igsh=MWZnOXRqcXp2NHZ6Mg==,Doimzllig4r,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-10-01,Website,,https://toolfolio.io/blog/windaro-provides-intuitive-framer-templates-for-fast-easy-website-creation-without-coding,Windaro Provides Intuitive Framer Templates For Fast Easy Website Creation Without Coding,,Other,"tool, toolfolio.io, website",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DNo7Vv9NyZc/?igsh=bWZ4eWtoa2E1NTcz,Dno7vv9nyzc,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DOoqxc1Em_O/?igsh=MTlqbWpwdWRtejd4NQ==,Dooqxc1em O,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DNnc3LotCvh/?igsh=MXdueHdocWhhZXljdQ==,Dnnc3lotcvh,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DNBJK9ytJVd/?igsh=MWowcGJtc2ZhMDZlYg==,Dnbjk9ytjvd,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Website,,https://www.omneky.com/#,www.omneky.com,,Other,"website, www.omneky.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DM8mIG2tGL_/?igsh=dzV1bm4yejJ2eXZ2,Dm8mig2tgl,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DPKGMLXCP4f/?igsh=MWhobng2a2ZlYmxpZw==,Dpkgmlxcp4f,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DPGzzv7E66Q/?igsh=MWQ0ZmxvZTA1YjB3dQ==,Dpgzzv7e66q,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,TikTok,,https://www.tiktok.com/t/ZP8Sou3vr/,Zp8sou3vr,,Other,"tiktok, www.tiktok.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DO9z9htD7WL/?igsh=MXhmeXNzaHdoYWpkcQ==,Do9z9htd7wl,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DOy5FW8k5Yo/?igsh=MTd4NzJxNGl6dWkyeg==,Doy5fw8k5yo,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Website,,https://dot-skateboard-94f.notion.site/Make-visuals-that-Sells-27cfe11729a580d0a006d6a1f52d04af?fbclid=PAVERTVgNJC9FleHRuA2FlbQIxMAABp2dP2QckNlQuKgzU7T_rXHQTdmQO2rYAXHPKVauKF4oyV_hjyc4M7ftJMHMj_aem_j6XumewDPo9oBh3d6M4_7Q,Make Visuals That Sells 27cfe11729a580d0a006d6a1f52d04af,,Other,"dot-skateboard-94f.notion.site, website",,Unknown,EN,
2025-09-30,YouTube,,https://youtu.be/iSnNledQt9Q?si=1oJNfo0gZ-BCXd9K,Isnnledqt9q,,Other,"youtu.be, youtube, yt:iSnNledQt9Q",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/p/DPLrbF0jMvd/?igsh=OGVyMHVkOGFvYW9z,Dplrbf0jmvd,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DPEVG5fCSg3/?igsh=OGdlYjcwbGhobHZ3,Dpevg5fcsg3,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DJoFQaUtGhT/?igsh=MW53N3JjeTU5a3c5cw==,Djofqautght,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/p/DNyZr_AQB0-/?igsh=aGFudm52YzN1Zmd3,Dnyzr Aqb0,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DPMMi6hDyt2/?igsh=MWljbDQ3czUzb3FlZQ==,Dpmmi6hdyt2,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DBOefJuJxaV/?igsh=MTZiNTJ1NHk4YmNmbg==,Dboefjujxav,,Other,"instagram, www.instagram.com",,Unknown,EN,
2025-09-30,Instagram,,https://www.instagram.com/reel/DNHjlIYt3VK/?igsh=bWIyNXJ1anZtYWth,Dnhjliyt3vk,,Other,"instagram, www.instagram.com",,Unknown,EN,
